release_note_id,review_id,similarity,lcs_length,time_diff_days,release_note,review
slack-254,106ddcb7-3fd9-456a-98e8-8ea6668ca923,0.40496244322169916,1,353,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Unresponsive. Notification comes very late after the message is actually received.
slack-254,1a69a22d-9828-4948-881b-9990b03bc109,0.40228816835503833,2,115,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Lack of free version voice notes makes it a bit annoying but good app. Also needs more notification settings.
slack-254,f9ea1b57-5425-4790-834b-a1b9c23b552f,0.40209481875101727,1,160,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.","Notification doesn't work properly sometimes. That's a problem in both android, website and desktop app."
slack-252,d36c8f21-6587-415a-8edf-955e9a695ba6,0.39790651191744886,2,199,"Fixed: On certain devices, tapping on a notification could lead to a weird state where backing out of a thread would always return you to that message from the notification you tapped. It was a phenomenon as confusing to witness as it is to explain, and we'll all be pleased to never have to experience it again.","Off lately, the messages will not be refreshed when the app is opened. I receive the notification and when I open it, the app will just not update the channel or DM. I have to either restart the phone or go on airplane mode for a while. It's made the app completely useless. It's the same with so many of my colleagues too."
slack-252,69d349b3-01dd-451e-8411-e495800d5f1c,0.39774760054607017,1,306,"Fixed: On certain devices, tapping on a notification could lead to a weird state where backing out of a thread would always return you to that message from the notification you tapped. It was a phenomenon as confusing to witness as it is to explain, and we'll all be pleased to never have to experience it again.","Notification system is toooo bad for this app. You didn't get notified as message arrive but as soon as you manually check the messages by opening the app and start reading those messages, then notification of those messages starts appearing one by one even though those messages are already read now."
slack-251,58e65aa7-ebb2-4644-b772-7a07e300b1b9,0.39756746255990233,1,230,"Fixed: Uploading a new profile picture was sometimes failing, leaving people stuck with their old ones like an unfortunate driver's license photo. Contrary to popular belief, we've never aspired for Slack to feel like going to the DMV, so retake that photo to your heart's content.",Why does slack take ages to load the dashboard? Why do I have both people I chatted up and people I viewed their profile in the same stack? It clutters the whole thing.
slack-252,2821e7a3-a591-4eb6-86c9-5721618e3691,0.3969626863797506,1,192,"Fixed: On certain devices, tapping on a notification could lead to a weird state where backing out of a thread would always return you to that message from the notification you tapped. It was a phenomenon as confusing to witness as it is to explain, and we'll all be pleased to never have to experience it again.","Has got lot of bugs like loading failure, no notification, no refresh"
slack-254,d2b5d44d-334e-402c-8981-369f2afa6fa8,0.3924211066702138,1,196,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Bug . Open app from the notification bar. Type in reply. Press back. And its looping with the same screen and not getting exit.
slack-252,71a84c43-6ca6-4475-8d20-8dd522e4987a,0.3921639977839955,2,311,"Fixed: On certain devices, tapping on a notification could lead to a weird state where backing out of a thread would always return you to that message from the notification you tapped. It was a phenomenon as confusing to witness as it is to explain, and we'll all be pleased to never have to experience it again.","Notifications frequently do not show up. I had to set a periodic alarm to check for new posts. DMs and chats are listed alphabetically on the home page, not chrono. If you want to see them chrono, you have to tap a different page. If you read a message in the app or through the web without tapping the notification on your phone, the notification stays. One more little thing: when you're done typing, the 'back' arrow in the top left does not go back! It closes the keyboard first"
slack-252,4a8b6b2d-9f2a-4770-8f93-1f97bfc2b80d,0.3918966781525385,1,132,"Fixed: On certain devices, tapping on a notification could lead to a weird state where backing out of a thread would always return you to that message from the notification you tapped. It was a phenomenon as confusing to witness as it is to explain, and we'll all be pleased to never have to experience it again.",You app doesn't even show notification. I missed so many important messages. Even after applying all settings this is not working.
slack-254,6d3417b1-7c81-4b62-9b71-ef095d46aee5,0.38736583391825363,2,4,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.","It's still giving me an ""unable to update notification settings"" error after I gave the app unrestricted battery usage. I did the troubleshooting but it can't seem to find the error. I've double checked all the settings I can find, maybe there's some kind of incompatibility going on?"
slack-252,f19669eb-8c7c-41c7-87d4-5076358ce493,0.38386182261676327,2,265,"Fixed: On certain devices, tapping on a notification could lead to a weird state where backing out of a thread would always return you to that message from the notification you tapped. It was a phenomenon as confusing to witness as it is to explain, and we'll all be pleased to never have to experience it again.","Worst app. I need to force close it to load new messages although it shows that there is a new message and send a notification. Unusable. Also, now when you just view a profile, it opens a conversation with this user. "
slack-254,84bb6d70-9b79-4966-818a-926afe8596ff,0.38220602444240026,1,300,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.","Facing Issue with notifications ,Slack is not sending me any notification on my phone"
slack-254,68d3d50e-007b-42cb-ba77-e2fd1594d2c6,0.3814634368337434,1,356,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",I just updated the app and my slack notification tone keep ringing every few seconds even though there is no new message. If it ain't broken don't fix it .
slack-254,f6b5eaaf-5662-489a-a98e-d96fd5f94172,0.38036042785644536,1,168,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.","A commonly occurring problem is that messages often show up in the notification bar, but won't show up once inside the app despite multiple refreshes."
slack-249,dc5c9714-1e29-44a0-a0fa-1aefd860cd4f,0.37929178162624966,1,241,"A little reminder as you go about your day: The world is a more unique place simply because you're a part of it, and you've impacted others in ways you can't imagine. Oh, and no big changes to the app this time. Happy messaging.",Trash. Clueless designers making the experience worse and worse with every update just for the sake of change. Reminder.
slack-254,eec909e3-7ba7-48c6-a5d1-1c023c1f6da6,0.37847201426823934,1,248,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Notification for downloading complete for apk file performs no action on tapping.
slack-254,69d349b3-01dd-451e-8411-e495800d5f1c,0.37049084948558436,1,292,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.","Notification system is toooo bad for this app. You didn't get notified as message arrive but as soon as you manually check the messages by opening the app and start reading those messages, then notification of those messages starts appearing one by one even though those messages are already read now."
slack-254,d4270e42-4036-4a0a-87f8-8aed72cafcc8,0.3682463357665322,1,111,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",The design makes no sense. The whole idea of a 100 different channels for the same group is dumb. There's a reason why all other chat apps are designed differently. And the fact that the notification system is so complicated that you can only get notified of someone tags the channel. I have no words dumbest UI ever created. No idea how it could become so popular
slack-254,1bb3663f-fe59-4282-9c20-3d3a5617983d,0.36428301447913763,1,180,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.","Notification problem ,i am not reciving a single Notification from anyone and many of my work get delayed bcz of that."
slack-254,c51f2c0f-1a8a-4ec9-bca1-d69409559a61,0.363365217886473,2,290,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.","I never get notifications, even with the desktop app installed (PC), mobile app (Android). and all notification settings set to ON via email, desktop, and mobile for every single message. For me, no notifications makes it practically unusable."
slack-254,5237a577-c003-4626-a019-e55508e4f0a4,0.36126125061765635,2,59,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.","Android app is unbearable, plenty of times I made sure that I have all the notification settings turned on and not a single notification appears. This is a very serious bug considering that this is a app that most people uses for work and not for fun"
slack-252,8a917f6d-3186-4ca4-afb9-8229c9e7435e,0.3010893842007252,2,177,"Fixed: On certain devices, tapping on a notification could lead to a weird state where backing out of a thread would always return you to that message from the notification you tapped. It was a phenomenon as confusing to witness as it is to explain, and we'll all be pleased to never have to experience it again.",I successfully used Slack on my phone for over a year. Then I got the notification that I can no longer use it on my device. This is very disappointing. An app forcing me to buy a new device feels like it's really the wrong way round.
slack-252,5b283614-1d8f-4180-83ba-84dd838c8f65,0.28340127457652176,2,222,"Fixed: On certain devices, tapping on a notification could lead to a weird state where backing out of a thread would always return you to that message from the notification you tapped. It was a phenomenon as confusing to witness as it is to explain, and we'll all be pleased to never have to experience it again.","It was all good until today. I'm now getting a notification saying that the Android version on my phone is no longer supported and doesn't allow me to use the app at all. This is completely unacceptable. Should everybody now with an older version of Android (and unfortunately updates are no longer released by the manufacturer) change the phone itself to use Slack.? Every other app works fine on my phone, why not Slack.?"
slack-254,7584b244-de7a-4392-9bcf-cec90a0725b9,0.2821523462023054,1,292,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Barely functional. Calling experience is not good.
slack-254,d4849fce-27cf-4f84-967e-c4a2fc64a0b5,0.26640213012695313,1,13,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.","Bad app , not working anymore"
slack-252,209b1760-88a1-4b45-ad18-345c1514d761,0.2578914642333984,2,262,"Fixed: On certain devices, tapping on a notification could lead to a weird state where backing out of a thread would always return you to that message from the notification you tapped. It was a phenomenon as confusing to witness as it is to explain, and we'll all be pleased to never have to experience it again.",Displays the incorrect count of notifications on a channel if a recent @here message comes in
slack-254,ce02621c-317a-49fa-814a-d14582d610b0,0.2564016257013594,1,228,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Not able to use over 4g network.
slack-254,279ee859-d35d-4431-8fb1-95602b363e1e,0.2552052895228068,1,335,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Difficult to use on multiple devices.
slack-254,b671709c-e34c-4f89-83b1-35576d420159,0.254153745174408,1,9,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Am unable to login SOS
slack-251,3678c5d9-91fd-4d40-8ed6-8f1dfdf89cdd,0.2532890833341158,2,11,"Fixed: Uploading a new profile picture was sometimes failing, leaving people stuck with their old ones like an unfortunate driver's license photo. Contrary to popular belief, we've never aspired for Slack to feel like going to the DMV, so retake that photo to your heart's content.",Unable to login. It keeps throwing me back to the get started screen
slack-254,edd9cdee-da8b-4a9e-805e-938a20faaa51,0.2525338101387024,1,178,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Its not functioning at all.
slack-254,913da17c-43b3-4259-998e-0947fa635cd7,0.2518704806055342,1,208,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Not able to install slack on mymobile
slack-254,a3c2e6e3-cfe3-4cd8-99e3-4db6a2284102,0.2518129634857178,1,254,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Always buggin and not working
slack-252,c1b0c853-bd29-4a3a-a9fa-c05490e76057,0.2514398126041188,2,55,"Fixed: On certain devices, tapping on a notification could lead to a weird state where backing out of a thread would always return you to that message from the notification you tapped. It was a phenomenon as confusing to witness as it is to explain, and we'll all be pleased to never have to experience it again.","Notification is not reliable. Sometimes it is late. Already lock in recent, disable battery optimization, allow startup"
slack-254,ccb9cd6b-6a9e-44fe-8cae-e6a3fb102f26,0.2510004554476057,1,333,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Abit too difficult to use for newcomers.
slack-254,17bf1922-def9-4ba0-9eb2-62ab4684af31,0.24946049928665165,1,53,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Unable to install the app
slack-254,7acda091-3fcb-41dc-9dc7-6c03827c6598,0.24898666484015328,1,234,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Very bad interface and is not responsive.
slack-252,995db925-ddd5-4d77-a360-f2e1bc9a8f98,0.24650204522269112,1,354,"Fixed: On certain devices, tapping on a notification could lead to a weird state where backing out of a thread would always return you to that message from the notification you tapped. It was a phenomenon as confusing to witness as it is to explain, and we'll all be pleased to never have to experience it again.",The app stopped connecting and updating yesterday.
slack-251,40f4d9c6-3adb-45d3-b5ff-2f82cb4e13db,0.2457937526702881,1,278,"Fixed: Uploading a new profile picture was sometimes failing, leaving people stuck with their old ones like an unfortunate driver's license photo. Contrary to popular belief, we've never aspired for Slack to feel like going to the DMV, so retake that photo to your heart's content.",The dumbest app ever used
slack-252,13255050-cac3-46bd-9181-7da6d9474e98,0.24461842060089115,2,307,"Fixed: On certain devices, tapping on a notification could lead to a weird state where backing out of a thread would always return you to that message from the notification you tapped. It was a phenomenon as confusing to witness as it is to explain, and we'll all be pleased to never have to experience it again.",Got stuck on a screen and the app become unusable
slack-251,b671709c-e34c-4f89-83b1-35576d420159,0.24320946216583256,1,23,"Fixed: Uploading a new profile picture was sometimes failing, leaving people stuck with their old ones like an unfortunate driver's license photo. Contrary to popular belief, we've never aspired for Slack to feel like going to the DMV, so retake that photo to your heart's content.",Am unable to login SOS
slack-254,af33ddd6-39a7-41c0-a5b3-d89dcda6c5eb,0.24175706386566165,1,299,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Muddled organization. Difficult to navigate.
slack-252,a3c2e6e3-cfe3-4cd8-99e3-4db6a2284102,0.2413256096839905,1,268,"Fixed: On certain devices, tapping on a notification could lead to a weird state where backing out of a thread would always return you to that message from the notification you tapped. It was a phenomenon as confusing to witness as it is to explain, and we'll all be pleased to never have to experience it again.",Always buggin and not working
slack-251,2335c4b8-5d5d-4308-848e-fee0e6a32bfa,0.24096002578735354,1,213,"Fixed: Uploading a new profile picture was sometimes failing, leaving people stuck with their old ones like an unfortunate driver's license photo. Contrary to popular belief, we've never aspired for Slack to feel like going to the DMV, so retake that photo to your heart's content.",Too many steps just to open app. Annoying
slack-254,15fffed8-f6e4-4c7d-864b-88a09456a1f0,0.24092503786087038,1,362,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Does not work lol. Stuck on splash screen
slack-254,4ea4f34b-2ce5-4610-be1e-470e441b3dab,0.24064904621669225,1,12,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.","Not reliable, frequent crashes and not working in way a business application should do."
slack-254,1d4bd5d4-fb33-4b3e-86de-e77c58d8c7fd,0.24026543299357095,1,362,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Poor notifications and crashes a ton.
slack-254,c8ed8eed-ef6b-462d-ae17-681a0e01ae21,0.23862295945485434,1,208,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Unable to connect to slack.... Getting this version is not supported error.
slack-254,9a26be5e-7a0d-4353-8a0b-e8507b058443,0.23542230367660524,1,14,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",There are no notifications for an app designed for communication.
slack-254,848fba95-62a9-4d1c-b43a-43ee30a63488,0.23507920900980633,1,194,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",There is a problem with notifications
slack-251,913da17c-43b3-4259-998e-0947fa635cd7,0.2344739590372358,1,222,"Fixed: Uploading a new profile picture was sometimes failing, leaving people stuck with their old ones like an unfortunate driver's license photo. Contrary to popular belief, we've never aspired for Slack to feel like going to the DMV, so retake that photo to your heart's content.",Not able to install slack on mymobile
slack-254,73bf2016-2d2d-4265-aec5-19cf782abf05,0.23386834008353097,1,11,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.","Slow, buggy and just pointless to use"
slack-251,1f9745d6-dba3-4a41-ad89-e5150c45be58,0.2335087219874064,1,360,"Fixed: Uploading a new profile picture was sometimes failing, leaving people stuck with their old ones like an unfortunate driver's license photo. Contrary to popular belief, we've never aspired for Slack to feel like going to the DMV, so retake that photo to your heart's content.","Glithes, slow, the worst voice quality"
slack-251,9b7f9249-dfe2-447c-a818-5794073c71bc,0.23330045223236087,1,81,"Fixed: Uploading a new profile picture was sometimes failing, leaving people stuck with their old ones like an unfortunate driver's license photo. Contrary to popular belief, we've never aspired for Slack to feel like going to the DMV, so retake that photo to your heart's content.",Cannot copy messages to clipboard! 
slack-254,a1d800d2-06a9-41a1-8f5e-ab57bbfa9b74,0.23216714007513864,1,34,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Unable to get to my channels anymore.
slack-252,1aeac7d8-fc89-418d-ab99-f0216317253c,0.23194699287414552,1,313,"Fixed: On certain devices, tapping on a notification could lead to a weird state where backing out of a thread would always return you to that message from the notification you tapped. It was a phenomenon as confusing to witness as it is to explain, and we'll all be pleased to never have to experience it again.",Too many bugs: Call button shows always even after disconnecting and status indicator also not accurate
slack-254,d4a11ea0-625e-4527-8ec6-be7e33ecabae,0.23158063093821207,1,13,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Unreliable in more ways than one.
slack-254,00e2e5bb-2cb4-4337-88e4-1d95a76e562a,0.2309462298046459,1,279,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Unreliable. Won't show some messages. Navigation breaks from time to time.
slack-254,09b27a73-eb2e-4460-a632-64d9fd4abbc9,0.2308811102594648,1,253,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Notifications don't work and nothing fixes it.
slack-254,44ff4c00-18a0-479b-8f0d-986e02f587c1,0.23073999881744384,1,159,"Fixed: Attempting to change your notification settings for a specific channel would routinely fail. Not in an entertaining way, or the sort that teaches you something important on your way to greater heights. It just didn't do the thing it was designed to do. Sometimes misfortune carries with it no lesson. Anyway, it works again.",Keyboard always dissapears (impossible to write a message
slack-251,8ed03a11-8551-4c38-ac6f-da87b8fa7cd7,0.22959707180658978,1,39,"Fixed: Uploading a new profile picture was sometimes failing, leaving people stuck with their old ones like an unfortunate driver's license photo. Contrary to popular belief, we've never aspired for Slack to feel like going to the DMV, so retake that photo to your heart's content.",Complex to login to official site
slack-251,9eb5da83-6367-41db-b3c0-b6a81256fb00,0.22930751187460763,1,92,"Fixed: Uploading a new profile picture was sometimes failing, leaving people stuck with their old ones like an unfortunate driver's license photo. Contrary to popular belief, we've never aspired for Slack to feel like going to the DMV, so retake that photo to your heart's content.",Couldn't sign in to my company's website
